Tales of Demons and Gods|https://www.shqqaa.com/upload/image/manga/tales_of_demons_and_gods.jpg|https://www.shqqaa.com/manga/tales-of-demons-and-gods/|2030|0|حكايا الشياطين والملوك| -نيي لي- واحد من أقوى الروحانين الشيطانين فى حياته السابقة مات فى معركة مميتة, لكن روحه عادت بالزمن عندما كان فى الثالثة عشر. و الآن هو الأضعف فى صفه و الأقل موهبة, لكن مع معرفته الواسعة فى حياته السابقة يبدأ فى التدريب ليصبح أقوى ليحمى مدينته من الدمار الذى حل عليها فى حياته السابقة.

Noblesse|https://www.shqqaa.com/upload/image/manga/noblesse.jpg|https://www.shqqaa.com/manga/noblesse/|2030|0|النبلاء| بعد سبات دام 820 عام استيقظ حاكم النبلاء -كاديس اترما دي رايزل-، ليجد نفسه في القرن الحادي والعشرين، فكيف سيتأقلم مع تطورات العصر، وكل التقنيات الحديثة بعدما كان يعيش في حقبة العصور الوسطى.

Nanatsu no Taizai|https://www.shqqaa.com/upload/image/manga/nanatsu_no_taizai.jpg|https://www.shqqaa.com/manga/nanatsu-no-taizai/|2030|0|الخطايا السبع المميتة| في مملكة بريتانيا، الفرسان المقدسون الذين يملكون قوى خارقة للعادة، قاموا بانقلاب و احتجزوا الملك. الأميرة -إليزابيت- نجحت في الهرب و قررت البحث عن أمل المملكة الوحيد: الخطايا المميتة السبعة، فيلق من سبعة فرسان مقدسين أقوياء جدا، تمّ اتهامهم قبل عشر سنوات بمحاولة الإطاحة بالمملكة. خلال رحلتها، شاءت الأقدار أن تصل -إليزابيت- إلى حانة -قبعة الخنزير- التي يملكها شاب صغير برفقة خنزير ناطق!

One Punch-Man|https://www.shqqaa.com/upload/image/manga/one_punch_man.jpg|https://www.shqqaa.com/manga/one-punch-man/|2030|0|رجل اللكمة الواحدة: ون بنش مان| -سايتاما- شاب عاطل ، كان يبحث عن عمل حين صادف في طريقه وحشًا على هيئة سلطعون ، الوحش يبحث عن طفل عبث معه حين يقرر -سايتاما- إنقاذ الطفل بعد أن تردد قليلاً لأن الطفل قبيح ثم يتخذ البطولية هواية له.

Boku no Hero Academia|https://www.shqqaa.com/upload/image/manga/boku_no_hero_academia.jpg|https://www.shqqaa.com/manga/boku-no-hero-academia/|2030|0|أكاديمية بطلي| في أحدِ الأيام، أدركَ فتى في الرابعةِ من عمره حقيقةً مؤلمة: وهي أن العالمَ ليسَ عادلًا. ثمانونَ بالمئةِ من سكانِ العالم يملكونَ قدراتٍ خاصة، تُعرَفُ بالـ -كويرك-، والتي مكنت الكثيرين من تحويلِ أحلامهم بأن يصبحوا أبطالًا خارقينَ إلى واقعٍ مُعَاش. ولسوءِ الحظ، كانَ إيزوكو ميدوريا واحدًا من القلة الذينَ وُلِدُوا دون قدرات، مما جعلهُ يعاني من التمييزِ العنصريِّ من قِبَلِ زملائه. ولكنه يرفضُ التخليَ عن حُلُمه بأن يصبحَ بطلًا؛ لذا عازمًا على فعلِ المستحيل، يضعُ أكاديميةَ تدريبِ الأبطالِ النخبة -يووي- نصبَ عينيه. ولكن تغيرَ كلُّ شيءٍ بعدَ لقائهِ مع الرقمِ 1 والبطلُ المفضلُ لإيزوكو، أول مايت. بعدَ أن اكتشفَ أن الطريقَ لحلمهِ ليسَ مسدودًا، يخضعُ الفتى عديمُ القدرةِ لتدريبٍ خاص، ويبذلُ جهدًا أكبرَ من أيِّ وقتٍ مضى. فما الذي يخبئهُ المستقبل لبطلنا؟ وهل سيحقق مراده؟

Grashros|https://www.shqqaa.com/upload/image/manga/grashros.jpg|https://www.shqqaa.com/manga/grashros/|2030|0|جراشروس| قصة تعود أحداثها قبل 30،000 سنة.

Golem Hearts|https://www.shqqaa.com/upload/image/manga/golem_hearts.jpg|https://www.shqqaa.com/manga/golem-hearts/|2030|0|قلوب الغولم| في عالم أصبحت الغولم فيه لايمكن الاستغناء عنها بالنسبة للبشر حيث تؤدي لهم مختلف أنواع المهام، هذه الغولم تصنع من قبل علماء السحر وتطيع أوامر سيدها دون نقاش، نواه ولاميش ثنائي فريد من نوعه، -نواه- بطل قصتنا يجوب العالم باحثًا عن مختلف أنواع الغولم وساعيًا ليصبح ثاني أفضل عالم للسحر في العالم.

